# From extend_go_genes.pl on Tue Apr 21 11:35:37 2020
# Input = gos_table.txt
# Genes	GO	GO branch
gsiD	GO:0034220	P
hisP	GO:0034220	P
hisQ	GO:0034220	P
idnT	GO:0034220	P
kdgT	GO:0034220	P
kdpA	GO:0034220	P
kdpB	GO:0034220	P
kdpC	GO:0034220	P
kdpF	GO:0034220	P
kefB	GO:0034220	P
kefC	GO:0034220	P
kgtP	GO:0034220	P
leuE	GO:0034220	P
lgoT	GO:0034220	P
livF	GO:0034220	P
livG	GO:0034220	P
livH	GO:0034220	P
livM	GO:0034220	P
lldP	GO:0034220	P
lysO	GO:0034220	P
lysP	GO:0034220	P
mdtI	GO:0034220	P
mdtJ	GO:0034220	P
metI	GO:0034220	P
metN	GO:0034220	P
mgtA	GO:0034220	P
mmuP	GO:0034220	P
modA	GO:0034220	P
modC	GO:0034220	P
mscL	GO:0034220	P
mscS	GO:0034220	P
mtr	GO:0034220	P
nanT	GO:0034220	P
nikD	GO:0034220	P
nikE	GO:0034220	P
ompA	GO:0034220	P
ompF	GO:0034220	P
panF	GO:0034220	P
phnC	GO:0034220	P
pitA	GO:0034220	P
potA	GO:0034220	P
potB	GO:0034220	P
potC	GO:0034220	P
potE	GO:0034220	P
proP	GO:0034220	P
proW	GO:0034220	P
proY	GO:0034220	P
pstB	GO:0034220	P
putP	GO:0034220	P
satP	GO:0034220	P
sbp	GO:0034220	P
sdaC	GO:0034220	P
shiA	GO:0034220	P
sstT	GO:0034220	P
ssuB	GO:0034220	P
tcyL	GO:0034220	P
tcyN	GO:0034220	P
tcyP	GO:0034220	P
tdcC	GO:0034220	P
tehA	GO:0034220	P
tnaB	GO:0034220	P
tolC	GO:0034220	P
trkA	GO:0034220	P
tyrP	GO:0034220	P
ugpA	GO:0034220	P
ugpB	GO:0034220	P
ugpC	GO:0034220	P
ugpE	GO:0034220	P
ulaA	GO:0034220	P
ulaB	GO:0034220	P
ulaC	GO:0034220	P
ybaL	GO:0034220	P
ybjL	GO:0034220	P
yeeO	GO:0034220	P
yfbS	GO:0034220	P
yfeO	GO:0034220	P
ygaH	GO:0034220	P
ygaZ	GO:0034220	P
ygbN	GO:0034220	P
yhdZ	GO:0034220	P
yhjV	GO:0034220	P
yidE	GO:0034220	P
yihO	GO:0034220	P
yijE	GO:0034220	P
yjeH	GO:0034220	P
yjhB	GO:0034220	P
yjhF	GO:0034220	P
yqeG	GO:0034220	P
zitB	GO:0034220	P
zntA	GO:0034220	P
btuB	GO:0035461	P
btuC	GO:0035461	P
caiT	GO:0035461	P
panF	GO:0035461	P
thiP	GO:0035461	P
thiQ	GO:0035461	P
ulaA	GO:0035461	P
ulaB	GO:0035461	P
ulaC	GO:0035461	P
btuB	GO:0044718	P
cirA	GO:0044718	P
cydC	GO:0044718	P
fepA	GO:0044718	P
fhuA	GO:0044718	P
fhuE	GO:0044718	P
fiu	GO:0044718	P
tonB	GO:0044718	P
yncD	GO:0044718	P
yoeA	GO:0044718	P
btuR	GO:0006779	P
cobU	GO:0006779	P
cyoE	GO:0006779	P
cysG	GO:0006779	P
gltX	GO:0006779	P
hemA	GO:0006779	P
hemB	GO:0006779	P
hemC	GO:0006779	P
hemD	GO:0006779	P
hemE	GO:0006779	P
hemF	GO:0006779	P
hemG	GO:0006779	P
hemH	GO:0006779	P
hemL	GO:0006779	P
hemN	GO:0006779	P
hemW	GO:0006779	P
hemY	GO:0006779	P
yfdG	GO:0006779	P
btuR	GO:0009236	P
cobC	GO:0009236	P
cobS	GO:0009236	P
cobT	GO:0009236	P
cobU	GO:0009236	P
cysG	GO:0009236	P
eutT	GO:0009236	P
purC	GO:0009236	P
btuR	GO:0019250	P
cadA	GO:0006554	P
glaH	GO:0006554	P
ldcC	GO:0006554	P
lhgD	GO:0006554	P
cadB	GO:0015839	P
cadB	GO:1903401	P
lysO	GO:1903401	P
cadB	GO:1990451	P
hdeA	GO:1990451	P
hdeB	GO:1990451	P
caiA	GO:0009437	P
caiB	GO:0009437	P
caiC	GO:0009437	P
caiD	GO:0009437	P
caiE	GO:0009437	P
caiF	GO:0009437	P
caiT	GO:0009437	P
fixA	GO:0009437	P
fixB	GO:0009437	P
fixC	GO:0009437	P
yeaW	GO:0009437	P
yeaX	GO:0009437	P
caiB	GO:0042413	P
caiD	GO:0042413	P
fixA	GO:0042413	P
fixB	GO:0042413	P
caiT	GO:0015879	P
proW	GO:0015879	P
caiT	GO:1900749	P
caiT	GO:1900751	P
caiT	GO:1902270	P
caiT	GO:1902603	P
proW	GO:1902603	P
carA	GO:0006207	P
pyrB	GO:0006207	P
pyrC	GO:0006207	P
pyrD	GO:0006207	P
pyrE	GO:0006207	P
pyrF	GO:0006207	P
pyrI	GO:0006207	P
sgbH	GO:0006207	P
ulaD	GO:0006207	P
ygeW	GO:0006207	P
carA	GO:0006221	P
carB	GO:0006221	P
cdsA	GO:0006221	P
ndk	GO:0006221	P
plsB	GO:0006221	P
plsC	GO:0006221	P
pyrB	GO:0006221	P
pyrC	GO:0006221	P
pyrD	GO:0006221	P
pyrE	GO:0006221	P
pyrF	GO:0006221	P
pyrG	GO:0006221	P
pyrH	GO:0006221	P
pyrI	GO:0006221	P
pyrL	GO:0006221	P
udk	GO:0006221	P
udp	GO:0006221	P
upp	GO:0006221	P
carA	GO:0006807	P
carB	GO:0006807	P
gabD	GO:0006807	P
glnA	GO:0006807	P
glnD	GO:0006807	P
gltB	GO:0006807	P
gltD	GO:0006807	P
hcp	GO:0006807	P
lnt	GO:0006807	P
murI	GO:0006807	P
nemA	GO:0006807	P
nrfA	GO:0006807	P
nrfB	GO:0006807	P
puuA	GO:0006807	P
pyrB	GO:0006807	P
sad	GO:0006807	P
yafV	GO:0006807	P
ygeA	GO:0006807	P
yjjI	GO:0006807	P
yobB	GO:0006807	P
carA	GO:0044205	P
carB	GO:0044205	P
pyrB	GO:0044205	P
pyrC	GO:0044205	P
pyrD	GO:0044205	P
pyrE	GO:0044205	P
pyrF	GO:0044205	P
carA	GO:0019856	P
carB	GO:0019856	P
pyrB	GO:0019856	P
pyrC	GO:0019856	P
pyrD	GO:0019856	P
pyrE	GO:0019856	P
pyrF	GO:0019856	P
pyrG	GO:0019856	P
pyrI	GO:0019856	P
pyrL	GO:0019856	P
sgbH	GO:0019856	P
ulaD	GO:0019856	P
ygeW	GO:0019856	P
cas1	GO:0043571	P
cas2	GO:0043571	P
casD	GO:0043571	P
cas1	GO:0090305	P
cas2	GO:0090305	P
cas3	GO:0090305	P
casE	GO:0090305	P
cho	GO:0090305	P
chpB	GO:0090305	P
dnaE	GO:0090305	P
dnaN	GO:0090305	P
dnaQ	GO:0090305	P
endA	GO:0090305	P
exoX	GO:0090305	P
ghoS	GO:0090305	P
hicA	GO:0090305	P
higB	GO:0090305	P
holB	GO:0090305	P
holD	GO:0090305	P
hsdR	GO:0090305	P
mazF	GO:0090305	P
mcrA	GO:0090305	P
mcrB	GO:0090305	P
mqsR	GO:0090305	P
mrr	GO:0090305	P
mutH	GO:0090305	P
mutM	GO:0090305	P
nei	GO:0090305	P
nfi	GO:0090305	P
nfo	GO:0090305	P
orn	GO:0090305	P
pnp	GO:0090305	P
polA	GO:0090305	P
polB	GO:0090305	P
ralR	GO:0090305	P
rbn	GO:0090305	P
recB	GO:0090305	P
recC	GO:0090305	P
recD	GO:0090305	P
recE	GO:0090305	P
recJ	GO:0090305	P
relE	GO:0090305	P
rep	GO:0090305	P
rna	GO:0090305	P
rnb	GO:0090305	P
rnc	GO:0090305	P
rnd	GO:0090305	P
rne	GO:0090305	P
rng	GO:0090305	P
rnhA	GO:0090305	P
rnhB	GO:0090305	P
rnlA	GO:0090305	P
rnpA	GO:0090305	P
rnr	GO:0090305	P
rnt	GO:0090305	P
rph	GO:0090305	P
rpnA	GO:0090305	P
rpnB	GO:0090305	P
rpnC	GO:0090305	P
rpsP	GO:0090305	P
rusA	GO:0090305	P
ruvC	GO:0090305	P
sbcB	GO:0090305	P
sbcC	GO:0090305	P
sbcD	GO:0090305	P
smrA	GO:0090305	P
symE	GO:0090305	P
tatD	GO:0090305	P
uvrA	GO:0090305	P
uvrB	GO:0090305	P
uvrC	GO:0090305	P
vsr	GO:0090305	P
xseA	GO:0090305	P
xseB	GO:0090305	P
xthA	GO:0090305	P
yafO	GO:0090305	P
yafQ	GO:0090305	P
yajD	GO:0090305	P
ybcO	GO:0090305	P
ybeY	GO:0090305	P
yciV	GO:0090305	P
ydiZ	GO:0090305	P
ygdG	GO:0090305	P
yhaV	GO:0090305	P
yhbQ	GO:0090305	P
yhcG	GO:0090305	P
yoeB	GO:0090305	P
yqgF	GO:0090305	P
yraN	GO:0090305	P
cas3	GO:0000737	P
cas3	GO:0000738	P
sbcB	GO:0000738	P
tatD	GO:0000738	P
alaS	GO:0006396	P
casE	GO:0006396	P
cca	GO:0006396	P
cmoA	GO:0006396	P
cmoB	GO:0006396	P
cmoM	GO:0006396	P
csdE	GO:0006396	P
dusA	GO:0006396	P
dusB	GO:0006396	P
dusC	GO:0006396	P
fmt	GO:0006396	P
gluQ	GO:0006396	P
hrpA	GO:0006396	P
iscS	GO:0006396	P
kptA	GO:0006396	P
miaA	GO:0006396	P
miaB	GO:0006396	P
mnmA	GO:0006396	P
mnmC	GO:0006396	P
mnmE	GO:0006396	P
mnmG	GO:0006396	P
pcnB	GO:0006396	P
pnp	GO:0006396	P
queA	GO:0006396	P
queG	GO:0006396	P
rbfA	GO:0006396	P
rbn	GO:0006396	P
rimJ	GO:0006396	P
rimM	GO:0006396	P
rimO	GO:0006396	P
rlhA	GO:0006396	P
rlmA	GO:0006396	P
rlmB	GO:0006396	P
rlmC	GO:0006396	P
rlmD	GO:0006396	P
rlmE	GO:0006396	P
rlmF	GO:0006396	P
rlmG	GO:0006396	P
rlmH	GO:0006396	P
rlmI	GO:0006396	P
rlmJ	GO:0006396	P
rlmL	GO:0006396	P
rlmM	GO:0006396	P
rlmN	GO:0006396	P
rluA	GO:0006396	P
rluB	GO:0006396	P
rluC	GO:0006396	P
rluD	GO:0006396	P
rluE	GO:0006396	P
rluF	GO:0006396	P
rnc	GO:0006396	P
rnd	GO:0006396	P
rne	GO:0006396	P
rng	GO:0006396	P
rnpA	GO:0006396	P
rnr	GO:0006396	P
rnt	GO:0006396	P
rph	GO:0006396	P
rplA	GO:0006396	P
rppH	GO:0006396	P
rpsK	GO:0006396	P
rsmA	GO:0006396	P
rsmB	GO:0006396	P
rsmC	GO:0006396	P
rsmD	GO:0006396	P
rsmE	GO:0006396	P
rsmF	GO:0006396	P
rsmG	GO:0006396	P
rsmH	GO:0006396	P
rsmI	GO:0006396	P
rsmJ	GO:0006396	P
rsuA	GO:0006396	P
rtcA	GO:0006396	P
rtcB	GO:0006396	P
selD	GO:0006396	P
selU	GO:0006396	P
tadA	GO:0006396	P
tcdA	GO:0006396	P
tgt	GO:0006396	P
thiI	GO:0006396	P
tilS	GO:0006396	P
tmcA	GO:0006396	P
trmA	GO:0006396	P
trmD	GO:0006396	P
trmH	GO:0006396	P
trmI	GO:0006396	P
trmJ	GO:0006396	P
trmL	GO:0006396	P
trmO	GO:0006396	P
truA	GO:0006396	P
truB	GO:0006396	P
truC	GO:0006396	P
truD	GO:0006396	P
tsaB	GO:0006396	P
tsaC	GO:0006396	P
tsaD	GO:0006396	P
tsaE	GO:0006396	P
ttcA	GO:0006396	P
tusA	GO:0006396	P
tusB	GO:0006396	P
tusC	GO:0006396	P
tusD	GO:0006396	P
tusE	GO:0006396	P
ybeY	GO:0006396	P
yfiC	GO:0006396	P
yfiF	GO:0006396	P
yfjP	GO:0006396	P
ygfZ	GO:0006396	P
yhbY	GO:0006396	P
yjtD	GO:0006396	P
ykfA	GO:0006396	P
yqgF	GO:0006396	P
casE	GO:0090502	P
chpB	GO:0090502	P
ghoS	GO:0090502	P
hicA	GO:0090502	P
higB	GO:0090502	P
mazF	GO:0090502	P
mqsR	GO:0090502	P
nfi	GO:0090502	P
rbn	GO:0090502	P
relE	GO:0090502	P
rna	GO:0090502	P
rnc	GO:0090502	P
rne	GO:0090502	P
rnhA	GO:0090502	P
rnhB	GO:0090502	P
rnlA	GO:0090502	P
rnpA	GO:0090502	P
symE	GO:0090502	P
yafO	GO:0090502	P
yafQ	GO:0090502	P
ybeY	GO:0090502	P
ydiZ	GO:0090502	P
yhaV	GO:0090502	P
yoeB	GO:0090502	P
cbeA	GO:0031342	P
cbeA	GO:0051495	P
yafW	GO:0051495	P
yagB	GO:0051495	P
yfjZ	GO:0051495	P
cbl	GO:0019344	P
cysB	GO:0019344	P
cysE	GO:0019344	P
cysI	GO:0019344	P
cysJ	GO:0019344	P
cysK	GO:0019344	P
cysM	GO:0019344	P
cysZ	GO:0019344	P
metB	GO:0019344	P
wcaB	GO:0019344	P
cbl	GO:0045883	P
bepA	GO:0006457	P
cbpA	GO:0006457	P
clpB	GO:0006457	P
clpX	GO:0006457	P
cnoX	GO:0006457	P
cpxP	GO:0006457	P
degP	GO:0006457	P
dmsD	GO:0006457	P
dnaJ	GO:0006457	P
dnaK	GO:0006457	P
dppA	GO:0006457	P
dsbB	GO:0006457	P
dsbC	GO:0006457	P
dsbG	GO:0006457	P
elfD	GO:0006457	P
elyC	GO:0006457	P
fimC	GO:0006457	P
fklB	GO:0006457	P
fkpA	GO:0006457	P
fkpB	GO:0006457	P
fliT	GO:0006457	P
groL	GO:0006457	P
groS	GO:0006457	P
grpE	GO:0006457	P
hscA	GO:0006457	P
hscB	GO:0006457	P
hscC	GO:0006457	P
hslO	GO:0006457	P
htpG	GO:0006457	P
ivy	GO:0006457	P
mnmE	GO:0006457	P
oppA	GO:0006457	P
osmY	GO:0006457	P
ppiA	GO:0006457	P
ppiB	GO:0006457	P
ppiD	GO:0006457	P
secA	GO:0006457	P
secB	GO:0006457	P
sfmC	GO:0006457	P
skp	GO:0006457	P
slyD	GO:0006457	P
spy	GO:0006457	P
surA	GO:0006457	P
tig	GO:0006457	P
torD	GO:0006457	P
yadV	GO:0006457	P
yajL	GO:0006457	P
ybgP	GO:0006457	P
ycbF	GO:0006457	P
yegD	GO:0006457	P
yehC	GO:0006457	P
yfcS	GO:0006457	P
yidC	GO:0006457	P
yqiH	GO:0006457	P
yraI	GO:0006457	P
cbpA	GO:0042026	P
clpB	GO:0042026	P
cnoX	GO:0042026	P
dnaJ	GO:0042026	P
dnaK	GO:0042026	P
fkpA	GO:0042026	P
groL	GO:0042026	P
hscA	GO:0042026	P
hscC	GO:0042026	P
hslO	GO:0042026	P
slyD	GO:0042026	P
yajL	GO:0042026	P
yegD	GO:0042026	P
cbpA	GO:0051085	P
dnaJ	GO:0051085	P
dnaK	GO:0051085	P
groL	GO:0051085	P
groS	GO:0051085	P
hscA	GO:0051085	P
hscC	GO:0051085	P
yegD	GO:0051085	P
cbrA	GO:0030153	P
cbrC	GO:0030153	P
cbtA	GO:0001896	P
ortT	GO:0001896	P
cbtA	GO:0051494	P
cbtA	GO:2000245	P
sulA	GO:2000245	P
cca	GO:0001680	P
alaS	GO:0008033	P
cca	GO:0008033	P
cmoA	GO:0008033	P
cmoB	GO:0008033	P
cmoM	GO:0008033	P
csdE	GO:0008033	P
dusA	GO:0008033	P
dusB	GO:0008033	P
dusC	GO:0008033	P
fmt	GO:0008033	P
gluQ	GO:0008033	P
iscS	GO:0008033	P
kptA	GO:0008033	P
miaA	GO:0008033	P
miaB	GO:0008033	P
mnmA	GO:0008033	P
mnmC	GO:0008033	P
mnmE	GO:0008033	P
mnmG	GO:0008033	P
queA	GO:0008033	P
queG	GO:0008033	P
rbn	GO:0008033	P
rimO	GO:0008033	P
rlmN	GO:0008033	P
rluA	GO:0008033	P
rluF	GO:0008033	P
rnc	GO:0008033	P
rnd	GO:0008033	P
rne	GO:0008033	P
rnpA	GO:0008033	P
rnt	GO:0008033	P
rph	GO:0008033	P
rppH	GO:0008033	P
selD	GO:0008033	P
selU	GO:0008033	P
tadA	GO:0008033	P
tcdA	GO:0008033	P
tgt	GO:0008033	P
thiI	GO:0008033	P
tilS	GO:0008033	P
tmcA	GO:0008033	P
trmA	GO:0008033	P
trmD	GO:0008033	P
trmH	GO:0008033	P
trmI	GO:0008033	P
trmJ	GO:0008033	P
trmL	GO:0008033	P
trmO	GO:0008033	P
truA	GO:0008033	P
truB	GO:0008033	P
truC	GO:0008033	P
truD	GO:0008033	P
tsaB	GO:0008033	P
tsaC	GO:0008033	P
tsaD	GO:0008033	P
tsaE	GO:0008033	P
ttcA	GO:0008033	P
tusA	GO:0008033	P
tusB	GO:0008033	P
tusC	GO:0008033	P
tusD	GO:0008033	P
tusE	GO:0008033	P
yfiC	GO:0008033	P
yfjP	GO:0008033	P
ygfZ	GO:0008033	P
yjtD	GO:0008033	P
ykfA	GO:0008033	P
ccmA	GO:0015886	P
ccmB	GO:0015886	P
ccmC	GO:0015886	P
ccmD	GO:0015886	P
ccmE	GO:0015886	P
ccmF	GO:0015886	P
dppA	GO:0015886	P
dppB	GO:0015886	P
dppC	GO:0015886	P
dppD	GO:0015886	P
dppF	GO:0015886	P
nrfE	GO:0015886	P
ccmA	GO:0017004	P
ccmB	GO:0017004	P
ccmC	GO:0017004	P
ccmD	GO:0017004	P
ccmE	GO:0017004	P
ccmF	GO:0017004	P
ccmG	GO:0017004	P
ccmH	GO:0017004	P
dsbD	GO:0017004	P
nrfE	GO:0017004	P
nrfF	GO:0017004	P
nrfG	GO:0017004	P
sdhC	GO:0017004	P
sdhD	GO:0017004	P
ypjD	GO:0017004	P
ccmC	GO:0017003	P
ccmE	GO:0017003	P
ccmF	GO:0017003	P
ccmH	GO:0017003	P
nrfE	GO:0017003	P
nrfF	GO:0017003	P
nrfG	GO:0017003	P
ccmE	GO:0018063	P
ccmF	GO:0018063	P
ccmH	GO:0018063	P
nrfE	GO:0018063	P
nrfF	GO:0018063	P
nrfG	GO:0018063	P
ccmH	GO:0018378	P
nrfE	GO:0018378	P
nrfF	GO:0018378	P
nrfG	GO:0018378	P
ccp	GO:0019645	P
dmsC	GO:0019645	P
narI	GO:0019645	P
narV	GO:0019645	P
narY	GO:0019645	P
narZ	GO:0019645	P
nrfA	GO:0019645	P
nrfB	GO:0019645	P
nrfC	GO:0019645	P
nrfD	GO:0019645	P
torA	GO:0019645	P
torC	GO:0019645	P
torY	GO:0019645	P
torZ	GO:0019645	P
ynfH	GO:0019645	P
ahpC	GO:0042743	P
ccp	GO:0042743	P
katE	GO:0042743	P
katG	GO:0042743	P
cdd	GO:0006217	P
cdd	GO:0009972	P
cdgI	GO:0043709	P
dgcC	GO:0043709	P
dgcF	GO:0043709	P
dgcI	GO:0043709	P
dgcJ	GO:0043709	P
dgcM	GO:0043709	P
dgcN	GO:0043709	P
dgcQ	GO:0043709	P
dgcZ	GO:0043709	P
dosC	GO:0043709	P
elfA	GO:0043709	P
elfG	GO:0043709	P
fimA	GO:0043709	P
fimF	GO:0043709	P
fimG	GO:0043709	P
fimH	GO:0043709	P
fimI	GO:0043709	P
pgaD	GO:0043709	P
sfmA	GO:0043709	P
sfmF	GO:0043709	P
sfmH	GO:0043709	P
yadC	GO:0043709	P
yadK	GO:0043709	P
yadM	GO:0043709	P
yadN	GO:0043709	P
ybgD	GO:0043709	P
ycbU	GO:0043709	P
ycbV	GO:0043709	P
ydeQ	GO:0043709	P
ydeR	GO:0043709	P
ydeS	GO:0043709	P
yehA	GO:0043709	P
yehD	GO:0043709	P
yfaL	GO:0043709	P
yfcP	GO:0043709	P
yfcV	GO:0043709	P
ygiL	GO:0043709	P
yraH	GO:0043709	P
yraK	GO:0043709	P
cdgI	GO:1902201	P
dgcC	GO:1902201	P
dgcF	GO:1902201	P
dgcI	GO:1902201	P
dgcJ	GO:1902201	P
dgcM	GO:1902201	P
dgcN	GO:1902201	P
dgcQ	GO:1902201	P
dgcZ	GO:1902201	P
dosC	GO:1902201	P
glgS	GO:1902201	P
ybjN	GO:1902201	P
ydiV	GO:1902201	P
cdh	GO:0046342	P
cdsA	GO:0016024	P
plsB	GO:0016024	P
plsC	GO:0016024	P
bcsQ	GO:0051302	P
cbtA	GO:0051302	P
cedA	GO:0051302	P
dicB	GO:0051302	P
fic	GO:0051302	P
kilR	GO:0051302	P
minC	GO:0051302	P
minD	GO:0051302	P
minE	GO:0051302	P
mioC	GO:0051302	P
mreB	GO:0051302	P
pbpC	GO:0051302	P
queE	GO:0051302	P
sdiA	GO:0051302	P
slmA	GO:0051302	P
sulA	GO:0051302	P
zapC	GO:0051302	P
cfa	GO:0030258	P
cysQ	GO:0030258	P
lpp	GO:0030258	P
murG	GO:0030258	P
pgpA	GO:0030258	P
suhB	GO:0030258	P
yegS	GO:0030258	P
actP	GO:0006812	P
adiC	GO:0006812	P
afuC	GO:0006812	P
alaE	GO:0006812	P
argO	GO:0006812	P
argT	GO:0006812	P
aroP	GO:0006812	P
artJ	GO:0006812	P
atpA	GO:0006812	P
atpB	GO:0006812	P
atpC	GO:0006812	P
atpD	GO:0006812	P
atpF	GO:0006812	P
atpG	GO:0006812	P
atpH	GO:0006812	P
bcr	GO:0006812	P
bfr	GO:0006812	P
brnQ	GO:0006812	P
btuB	GO:0006812	P
cadB	GO:0006812	P
caiT	GO:0006812	P
chaA	GO:0006812	P
cirA	GO:0006812	P
citT	GO:0006812	P
copA	GO:0006812	P
corA	GO:0006812	P
cusA	GO:0006812	P
cusB	GO:0006812	P
cusC	GO:0006812	P
cvrA	GO:0006812	P
cycA	GO:0006812	P
cydC	GO:0006812	P
cydD	GO:0006812	P
dsdX	GO:0006812	P
eamA	GO:0006812	P
eamB	GO:0006812	P
efeB	GO:0006812	P
efeU	GO:0006812	P
exbB	GO:0006812	P
fecA	GO:0006812	P
fecB	GO:0006812	P
fecC	GO:0006812	P
fecD	GO:0006812	P
feoB	GO:0006812	P
fepA	GO:0006812	P
fepB	GO:0006812	P
fepC	GO:0006812	P
fepD	GO:0006812	P
fepE	GO:0006812	P
fepG	GO:0006812	P
fes	GO:0006812	P
fhuA	GO:0006812	P
fhuB	GO:0006812	P
fhuC	GO:0006812	P
fhuD	GO:0006812	P
fhuE	GO:0006812	P
fhuF	GO:0006812	P
fieF	GO:0006812	P
fiu	GO:0006812	P
ftnA	GO:0006812	P
ftnB	GO:0006812	P
glnH	GO:0006812	P
glnP	GO:0006812	P
glnQ	GO:0006812	P
gltS	GO:0006812	P
hisP	GO:0006812	P
hisQ	GO:0006812	P
kch	GO:0006812	P
kdpA	GO:0006812	P
kdpB	GO:0006812	P
kdpC	GO:0006812	P
kdpF	GO:0006812	P
kefB	GO:0006812	P
kefC	GO:0006812	P
kefF	GO:0006812	P
kefG	GO:0006812	P
kgtP	GO:0006812	P
kup	GO:0006812	P
leuE	GO:0006812	P
livF	GO:0006812	P
livG	GO:0006812	P
livH	GO:0006812	P
livJ	GO:0006812	P
livK	GO:0006812	P
livM	GO:0006812	P
lysO	GO:0006812	P
lysP	GO:0006812	P
mdfA	GO:0006812	P
mdtI	GO:0006812	P
mdtJ	GO:0006812	P
mdtK	GO:0006812	P
mdtM	GO:0006812	P
melB	GO:0006812	P
metI	GO:0006812	P
metN	GO:0006812	P
metQ	GO:0006812	P
mgtA	GO:0006812	P
mntH	GO:0006812	P
mntP	GO:0006812	P
modC	GO:0006812	P
mscK	GO:0006812	P
mtr	GO:0006812	P
nfeF	GO:0006812	P
nhaA	GO:0006812	P
nhaB	GO:0006812	P
nikA	GO:0006812	P
nikB	GO:0006812	P
nikC	GO:0006812	P
nikD	GO:0006812	P
nikE	GO:0006812	P
nlpA	GO:0006812	P
panF	GO:0006812	P
pheP	GO:0006812	P
pitA	GO:0006812	P
potA	GO:0006812	P
potB	GO:0006812	P
potC	GO:0006812	P
potE	GO:0006812	P
proP	GO:0006812	P
proW	GO:0006812	P
putP	GO:0006812	P
rcnA	GO:0006812	P
rhtA	GO:0006812	P
rhtB	GO:0006812	P
rhtC	GO:0006812	P
sapD	GO:0006812	P
sstT	GO:0006812	P
tcyL	GO:0006812	P
tcyN	GO:0006812	P
tcyP	GO:0006812	P
tdcC	GO:0006812	P
tehA	GO:0006812	P
tonB	GO:0006812	P
trkA	GO:0006812	P
trkG	GO:0006812	P
trkH	GO:0006812	P
ttdT	GO:0006812	P
uidB	GO:0006812	P
yaaJ	GO:0006812	P
yagG	GO:0006812	P
ybaL	GO:0006812	P
ybhI	GO:0006812	P
ybjL	GO:0006812	P
yddG	GO:0006812	P
ydfJ	GO:0006812	P
yebZ	GO:0006812	P
yfbS	GO:0006812	P
ygaH	GO:0006812	P
ygaZ	GO:0006812	P
yicJ	GO:0006812	P
yidE	GO:0006812	P
yidK	GO:0006812	P
yihO	GO:0006812	P
yihP	GO:0006812	P
yijE	GO:0006812	P
yjcE	GO:0006812	P
yjeH	GO:0006812	P
yncD	GO:0006812	P
yobA	GO:0006812	P
yoeA	GO:0006812	P
yrbG	GO:0006812	P
zitB	GO:0006812	P
zntA	GO:0006812	P
zntB	GO:0006812	P
znuA	GO:0006812	P
znuB	GO:0006812	P
znuC	GO:0006812	P
zupT	GO:0006812	P
chaA	GO:0006813	P
cvrA	GO:0006813	P
kch	GO:0006813	P
kdpA	GO:0006813	P
kdpB	GO:0006813	P
kdpC	GO:0006813	P
kdpF	GO:0006813	P
kefB	GO:0006813	P
kefC	GO:0006813	P
kefF	GO:0006813	P
kefG	GO:0006813	P
kup	GO:0006813	P
mdfA	GO:0006813	P
mdtM	GO:0006813	P
mscK	GO:0006813	P
sapD	GO:0006813	P
trkA	GO:0006813	P
trkG	GO:0006813	P
trkH	GO:0006813	P
ybaL	GO:0006813	P
ybjL	GO:0006813	P
ydfJ	GO:0006813	P
yfbS	GO:0006813	P
yidE	GO:0006813	P
yjcE	GO:0006813	P
chaA	GO:0006883	P
nhaA	GO:0006883	P
nhaB	GO:0006883	P
chaA	GO:0030007	P
chaA	GO:0035725	P
mdfA	GO:0035725	P
mdtM	GO:0035725	P
melB	GO:0035725	P
nhaA	GO:0035725	P
nhaB	GO:0035725	P
panF	GO:0035725	P
yjcE	GO:0035725	P
yrbG	GO:0035725	P
chaA	GO:0071805	P
cvrA	GO:0071805	P
kdpA	GO:0071805	P
kdpB	GO:0071805	P
kdpC	GO:0071805	P
kdpF	GO:0071805	P
kefB	GO:0071805	P
kefC	GO:0071805	P
kup	GO:0071805	P
mdfA	GO:0071805	P
mdtM	GO:0071805	P
sapD	GO:0071805	P
trkA	GO:0071805	P
trkG	GO:0071805	P
trkH	GO:0071805	P
ydfJ	GO:0071805	P
yjcE	GO:0071805	P
chaC	GO:0006751	P
ggt	GO:0006751	P
chaC	GO:0071973	P
fdrA	GO:0071973	P
flgA	GO:0071973	P
flgB	GO:0071973	P
flgC	GO:0071973	P
flgD	GO:0071973	P
flgE	GO:0071973	P
flgF	GO:0071973	P
flgG	GO:0071973	P
flgH	GO:0071973	P
flgI	GO:0071973	P
flgJ	GO:0071973	P
flgK	GO:0071973	P
flgL	GO:0071973	P
fliC	GO:0071973	P
fliD	GO:0071973	P
fliE	GO:0071973	P
fliF	GO:0071973	P
fliG	GO:0071973	P
fliH	GO:0071973	P
fliI	GO:0071973	P
fliJ	GO:0071973	P
fliK	GO:0071973	P
fliL	GO:0071973	P
fliM	GO:0071973	P
fliN	GO:0071973	P
fliS	GO:0071973	P
fliT	GO:0071973	P
frdA	GO:0071973	P
frdB	GO:0071973	P
frdC	GO:0071973	P
motA	GO:0071973	P
pgrR	GO:0071973	P
uspE	GO:0071973	P
ycdX	GO:0071973	P
ycdY	GO:0071973	P
ycgR	GO:0071973	P
yciG	GO:0071973	P
yfgJ	GO:0071973	P
yfiR	GO:0071973	P
aldA	GO:0051260	P
ansB	GO:0051260	P
araD	GO:0051260	P
atoB	GO:0051260	P
betB	GO:0051260	P
