source,target,score
CpxR,SoxR,0.0
CpxR,SoxS,0.1111111111111111
CpxR,SrlR,0.0
CpxR,StpA,0.0
CpxR,TdcA,0.0
CpxR,TdcR,0.0
CpxR,TorR,0.0
CpxR,TreR,0.0
CpxR,TyrR,0.0
CpxR,UidR,0.0
CpxR,UlaR,0.0
CpxR,UxuR,0.0
CpxR,XylR,0.0
CpxR,YdeO,0.0
CpxR,YiaJ,0.0
CpxR,ZraR,0.0
CpxR,Zur,0.0
Cra,AcrR,0.08333333333333333
Cra,AdiY,0.0
Cra,AgaR,0.0
Cra,AppY,0.0
Cra,AraC,0.0
Cra,ArcA,0.13513513513513514
Cra,ArgP,0.0
Cra,ArgR,0.0
Cra,AscG,0.0
Cra,AtoC,0.0
Cra,BCCP,0.0
Cra,BaeR,0.0
Cra,BasR,0.07692307692307693
Cra,BetI,0.08333333333333333
Cra,CRP,0.11764705882352941
Cra,CadC,0.0
Cra,CaiF,0.0
Cra,Cbl,0.0
Cra,CdaR,0.0
Cra,ChbR,0.0
Cra,CpxR,0.125
Cra,Cra,1.0
Cra,CreB,0.0
Cra,CsgD,0.07142857142857142
Cra,CueR,0.0
Cra,CusR,0.07692307692307693
Cra,CysB,0.0
Cra,CytR,0.0
Cra,DcuR,0.0
Cra,DeoR,0.0
Cra,DgoR,0.0
Cra,DnaA,0.0
Cra,DpiA,0.0
Cra,DsdC,0.0
Cra,EvgA,0.0
Cra,ExuR,0.0
Cra,FNR,0.07017543859649122
Cra,FabR,0.0
Cra,FadR,0.0
Cra,FhlA,0.0
Cra,Fis,0.12121212121212122
Cra,FlhDC,0.0
Cra,FliZ,0.07692307692307693
Cra,FucR,0.0
Cra,Fur,0.03571428571428571
Cra,GadE,0.07142857142857142
Cra,GadE-RcsB,0.0
Cra,GadX,0.0
Cra,GalR,0.0
Cra,GalS,0.0
Cra,GatR,0.0
Cra,GcvA,0.0
Cra,GlaR,0.0
Cra,GlcC,0.0
Cra,GlpR,0.0
Cra,GlrR,0.0
Cra,GntR,0.0
Cra,GutM,0.0
Cra,H-NS,0.09090909090909091
Cra,HU,0.0
Cra,HdfR,0.0
Cra,HipAB,0.0
Cra,HipB,0.0
Cra,HprR,0.07692307692307693
Cra,HyfR,0.0
Cra,HypT,0.07692307692307693
Cra,IHF,0.06976744186046512
Cra,IclR,0.08333333333333333
Cra,IdnR,0.0
Cra,IscR,0.0
Cra,LacI,0.0
Cra,LeuO,0.0
Cra,LexA,0.0
Cra,LldR,0.0
Cra,Lrp,0.0
Cra,LsrR,0.0
Cra,MalI,0.0
Cra,MalT,0.0
Cra,MarA,0.06666666666666667
Cra,MarR,0.08333333333333333
Cra,McbR,0.0
Cra,MelR,0.0
Cra,MetJ,0.0
Cra,MetR,0.0
Cra,MhpR,0.0
Cra,Mlc,0.07692307692307693
Cra,MlrA,0.08333333333333333
Cra,ModE,0.0
Cra,MqsA,0.08333333333333333
Cra,MraZ,0.0
Cra,MurR,0.0
Cra,Nac,0.0
Cra,NagC,0.0625
Cra,NanR,0.0
Cra,NarL,0.03225806451612903
Cra,NarP,0.05263157894736842
Cra,NemR,0.0
Cra,NhaR,0.0
Cra,NikR,0.0
Cra,NorR,0.0
Cra,NrdR,0.0
Cra,NsrR,0.058823529411764705
Cra,NtrC,0.0
Cra,OmpR,0.07142857142857142
Cra,OxyR,0.0
Cra,PaaX,0.0
Cra,PdhR,0.13333333333333333
Cra,PepA,0.0
Cra,PhoB,0.0
Cra,PhoP,0.0
Cra,PrpR,0.08333333333333333
Cra,PspF,0.0
Cra,PurR,0.0
Cra,PuuR,0.0
Cra,QseB,0.0
Cra,RbsR,0.0
Cra,RcdA,0.08333333333333333
Cra,RcnR,0.0
Cra,RcsAB,0.08333333333333333
Cra,RcsB,0.0
Cra,RcsB-BglJ,0.0
Cra,RelB,0.0
Cra,RelB-RelE,0.0
Cra,RhaR,0.0
Cra,RhaS,0.0
Cra,Rob,0.07142857142857142
Cra,RstA,0.07692307692307693
Cra,RtcR,0.0
Cra,RutR,0.0
Cra,SlyA,0.0
Cra,SoxR,0.0
Cra,SoxS,0.06666666666666667
Cra,SrlR,0.0
Cra,StpA,0.0
Cra,TdcA,0.0
Cra,TdcR,0.0
Cra,TorR,0.0
Cra,TreR,0.0
Cra,TyrR,0.0
Cra,UidR,0.0
Cra,UlaR,0.0
Cra,UxuR,0.0
Cra,XylR,0.0
Cra,YdeO,0.0
Cra,YiaJ,0.0
Cra,ZraR,0.0
Cra,Zur,0.0
CreB,AcrR,0.0
CreB,AdiY,0.0
CreB,AgaR,0.0
CreB,AppY,0.0
CreB,AraC,0.0
CreB,ArcA,0.0
CreB,ArgP,0.0
CreB,ArgR,0.0
CreB,AscG,0.0
CreB,AtoC,0.0
CreB,BCCP,0.0
CreB,BaeR,0.0
CreB,BasR,0.0
CreB,BetI,0.0
CreB,CRP,0.012048192771084338
CreB,CadC,0.0
CreB,CaiF,0.0
CreB,Cbl,0.0
CreB,CdaR,0.0
CreB,ChbR,0.0
CreB,CpxR,0.0
CreB,Cra,0.0
CreB,CreB,1.0
CreB,CsgD,0.0
CreB,CueR,0.0
CreB,CusR,0.0
CreB,CysB,0.0
CreB,CytR,0.0
CreB,DcuR,0.0
CreB,DeoR,0.0
CreB,DgoR,0.0
CreB,DnaA,0.0
CreB,DpiA,0.0
CreB,DsdC,0.0
CreB,EvgA,0.0
CreB,ExuR,0.0
CreB,FNR,0.0
CreB,FabR,0.0
CreB,FadR,0.0
CreB,FhlA,0.0
CreB,Fis,0.04
CreB,FlhDC,0.0
CreB,FliZ,0.0
CreB,FucR,0.0
CreB,Fur,0.0
CreB,GadE,0.0
CreB,GadE-RcsB,0.0
CreB,GadX,0.0
CreB,GalR,0.0
CreB,GalS,0.0
CreB,GatR,0.0
CreB,GcvA,0.0
CreB,GlaR,0.0
CreB,GlcC,0.0
CreB,GlpR,0.0
CreB,GlrR,0.0
CreB,GntR,0.0
CreB,GutM,0.0
CreB,H-NS,0.0
CreB,HU,0.0
CreB,HdfR,0.0
CreB,HipAB,0.0
CreB,HipB,0.0
CreB,HprR,0.0
CreB,HyfR,0.0
CreB,HypT,0.0
CreB,IHF,0.0
CreB,IclR,0.0
CreB,IdnR,0.0
CreB,IscR,0.0
CreB,LacI,0.0
CreB,LeuO,0.0
CreB,LexA,0.0
CreB,LldR,0.0
CreB,Lrp,0.0
CreB,LsrR,0.0
CreB,MalI,0.0
CreB,MalT,0.3333333333333333
CreB,MarA,0.0
CreB,MarR,0.0
CreB,McbR,0.0
CreB,MelR,0.0
CreB,MetJ,0.0
CreB,MetR,0.0
CreB,MhpR,0.0
CreB,Mlc,0.0
CreB,MlrA,0.0
CreB,ModE,0.0
CreB,MqsA,0.0
CreB,MraZ,0.0
CreB,MurR,0.0
CreB,Nac,0.0
CreB,NagC,0.0
CreB,NanR,0.0
CreB,NarL,0.0
CreB,NarP,0.0
CreB,NemR,0.0
CreB,NhaR,0.0
CreB,NikR,0.0
CreB,NorR,0.0
CreB,NrdR,0.0
CreB,NsrR,0.0
CreB,NtrC,0.0
CreB,OmpR,0.0
CreB,OxyR,0.0
CreB,PaaX,0.0
CreB,PdhR,0.0
CreB,PepA,0.0
CreB,PhoB,0.0
CreB,PhoP,0.0
CreB,PrpR,0.0
CreB,PspF,0.0
CreB,PurR,0.0
CreB,PuuR,0.0
CreB,QseB,0.0
CreB,RbsR,0.0
CreB,RcdA,0.0
CreB,RcnR,0.0
CreB,RcsAB,0.0
CreB,RcsB,0.0
CreB,RcsB-BglJ,0.0
CreB,RelB,0.0
CreB,RelB-RelE,0.0
CreB,RhaR,0.0
CreB,RhaS,0.0
CreB,Rob,0.0
CreB,RstA,0.0
CreB,RtcR,0.0
CreB,RutR,0.0
CreB,SlyA,0.0
CreB,SoxR,0.0
CreB,SoxS,0.0
CreB,SrlR,0.0
CreB,StpA,0.0
CreB,TdcA,0.0
CreB,TdcR,0.0
CreB,TorR,0.0
CreB,TreR,0.0
CreB,TyrR,0.0
CreB,UidR,0.0
CreB,UlaR,0.0
CreB,UxuR,0.0
CreB,XylR,0.0
CreB,YdeO,0.0
CreB,YiaJ,0.0
CreB,ZraR,0.0
CreB,Zur,0.0
CsgD,AcrR,0.0
CsgD,AdiY,0.0
CsgD,AgaR,0.0
CsgD,AppY,0.0
CsgD,AraC,0.0
CsgD,ArcA,0.0
CsgD,ArgP,0.0
CsgD,ArgR,0.0
CsgD,AscG,0.0
CsgD,AtoC,0.0
CsgD,BCCP,0.0
CsgD,BaeR,0.0
CsgD,BasR,0.25
CsgD,BetI,0.0
CsgD,CRP,0.011764705882352941
CsgD,CadC,0.0
CsgD,CaiF,0.0
CsgD,Cbl,0.0
CsgD,CdaR,0.0
CsgD,ChbR,0.0
CsgD,CpxR,0.2857142857142857
CsgD,Cra,0.07142857142857142
CsgD,CreB,0.0
CsgD,CsgD,1.0
CsgD,CueR,0.0
CsgD,CusR,0.0
CsgD,CysB,0.0
CsgD,CytR,0.0
CsgD,DcuR,0.0
CsgD,DeoR,0.0
CsgD,DgoR,0.0
CsgD,DnaA,0.0
CsgD,DpiA,0.0
CsgD,DsdC,0.0
CsgD,EvgA,0.0
CsgD,ExuR,0.0
CsgD,FNR,0.0
CsgD,FabR,0.0
CsgD,FadR,0.0
CsgD,FhlA,0.0
CsgD,Fis,0.0
CsgD,FlhDC,0.125
CsgD,FliZ,0.6666666666666666
CsgD,FucR,0.0
CsgD,Fur,0.0
CsgD,GadE,0.0
CsgD,GadE-RcsB,0.0
CsgD,GadX,0.0
CsgD,GalR,0.0
CsgD,GalS,0.0
CsgD,GatR,0.0
CsgD,GcvA,0.0
CsgD,GlaR,0.0
CsgD,GlcC,0.0
CsgD,GlpR,0.0
CsgD,GlrR,0.0
CsgD,GntR,0.0
CsgD,GutM,0.0
CsgD,H-NS,0.038461538461538464
CsgD,HU,0.0
CsgD,HdfR,0.0
CsgD,HipAB,0.0
CsgD,HipB,0.0
CsgD,HprR,0.0
CsgD,HyfR,0.0
CsgD,HypT,0.0
CsgD,IHF,0.027777777777777776
CsgD,IclR,0.0
CsgD,IdnR,0.0
CsgD,IscR,0.0
CsgD,LacI,0.0
CsgD,LeuO,0.0
CsgD,LexA,0.0
CsgD,LldR,0.0
CsgD,Lrp,0.0
CsgD,LsrR,0.0
CsgD,MalI,0.0
CsgD,MalT,0.0
CsgD,MarA,0.0
CsgD,MarR,0.0
CsgD,McbR,0.0
CsgD,MelR,0.0
CsgD,MetJ,0.0
CsgD,MetR,0.0
CsgD,MhpR,0.0
CsgD,Mlc,0.0
CsgD,MlrA,0.3333333333333333
CsgD,ModE,0.0
CsgD,MqsA,0.3333333333333333
CsgD,MraZ,0.0
CsgD,MurR,0.0
CsgD,Nac,0.0
CsgD,NagC,0.0
CsgD,NanR,0.0
CsgD,NarL,0.0
CsgD,NarP,0.0
CsgD,NemR,0.0
CsgD,NhaR,0.0
CsgD,NikR,0.0
CsgD,NorR,0.0
CsgD,NrdR,0.0
CsgD,NsrR,0.0
CsgD,NtrC,0.0
CsgD,OmpR,0.2
CsgD,OxyR,0.0
CsgD,PaaX,0.0
CsgD,PdhR,0.0
CsgD,PepA,0.0
CsgD,PhoB,0.0
CsgD,PhoP,0.0
CsgD,PrpR,0.0
CsgD,PspF,0.0
CsgD,PurR,0.0
CsgD,PuuR,0.0
CsgD,QseB,0.0
CsgD,RbsR,0.0
CsgD,RcdA,0.3333333333333333
CsgD,RcnR,0.0
CsgD,RcsAB,0.3333333333333333
CsgD,RcsB,0.0
CsgD,RcsB-BglJ,0.0
CsgD,RelB,0.0
CsgD,RelB-RelE,0.0
CsgD,RhaR,0.0
CsgD,RhaS,0.0
CsgD,Rob,0.0
CsgD,RstA,0.25
CsgD,RtcR,0.0
CsgD,RutR,0.0
CsgD,SlyA,0.0
CsgD,SoxR,0.0
CsgD,SoxS,0.0
CsgD,SrlR,0.0
CsgD,StpA,0.0
CsgD,TdcA,0.0
CsgD,TdcR,0.0
CsgD,TorR,0.0
CsgD,TreR,0.0
CsgD,TyrR,0.0
CsgD,UidR,0.0
CsgD,UlaR,0.0
CsgD,UxuR,0.0
CsgD,XylR,0.0
CsgD,YdeO,0.0
CsgD,YiaJ,0.0
CsgD,ZraR,0.0
CsgD,Zur,0.0
CueR,AcrR,0.0
CueR,AdiY,0.0
CueR,AgaR,0.0
CueR,AppY,0.0
CueR,AraC,0.0
CueR,ArcA,0.0
CueR,ArgP,0.0
CueR,ArgR,0.0
CueR,AscG,0.0
CueR,AtoC,0.0
CueR,BCCP,0.0
CueR,BaeR,0.0
CueR,BasR,0.0
CueR,BetI,0.0
CueR,CRP,0.0
CueR,CadC,0.0
CueR,CaiF,0.0
CueR,Cbl,0.0
CueR,CdaR,0.0
CueR,ChbR,0.0
CueR,CpxR,0.0
CueR,Cra,0.0
CueR,CreB,0.0
CueR,CsgD,0.0
CueR,CueR,1.0
CueR,CusR,0.0
CueR,CysB,0.0
CueR,CytR,0.0
CueR,DcuR,0.0
CueR,DeoR,0.0
CueR,DgoR,0.0
CueR,DnaA,0.0
CueR,DpiA,0.0
CueR,DsdC,0.0
CueR,EvgA,0.0
CueR,ExuR,0.0
CueR,FNR,0.02040816326530612
CueR,FabR,0.0
CueR,FadR,0.0
CueR,FhlA,0.0
CueR,Fis,0.0
CueR,FlhDC,0.0
CueR,FliZ,0.0
CueR,FucR,0.0
CueR,Fur,0.0
CueR,GadE,0.0
CueR,GadE-RcsB,0.0
CueR,GadX,0.0
CueR,GalR,0.0
CueR,GalS,0.0
CueR,GatR,0.0
CueR,GcvA,0.0
CueR,GlaR,0.0
CueR,GlcC,0.0
CueR,GlpR,0.0
CueR,GlrR,0.0
CueR,GntR,0.0
CueR,GutM,0.0
CueR,H-NS,0.0
CueR,HU,0.0
CueR,HdfR,0.0
CueR,HipAB,0.0
CueR,HipB,0.0
CueR,HprR,0.0
CueR,HyfR,0.0
CueR,HypT,0.0
CueR,IHF,0.0
CueR,IclR,0.0
CueR,IdnR,0.0
CueR,IscR,0.0
CueR,LacI,0.0
CueR,LeuO,0.0
CueR,LexA,0.0
CueR,LldR,0.0
CueR,Lrp,0.0
CueR,LsrR,0.0
CueR,MalI,0.0
CueR,MalT,0.0
CueR,MarA,0.0
CueR,MarR,0.0
CueR,McbR,0.0
CueR,MelR,0.0
CueR,MetJ,0.0
CueR,MetR,0.0
CueR,MhpR,0.0
CueR,Mlc,0.0
CueR,MlrA,0.0
CueR,ModE,0.125
CueR,MqsA,0.0
CueR,MraZ,0.0
CueR,MurR,0.0
CueR,Nac,0.0
CueR,NagC,0.0
CueR,NanR,0.0
CueR,NarL,0.0
CueR,NarP,0.0
CueR,NemR,0.0
CueR,NhaR,0.0
CueR,NikR,0.0
CueR,NorR,0.0
CueR,NrdR,0.0
CueR,NsrR,0.0
CueR,NtrC,0.0
CueR,OmpR,0.0
CueR,OxyR,0.0
CueR,PaaX,0.0
CueR,PdhR,0.0
CueR,PepA,0.0
CueR,PhoB,0.0
CueR,PhoP,0.0
CueR,PrpR,0.0
CueR,PspF,0.0
CueR,PurR,0.0
CueR,PuuR,0.0
CueR,QseB,0.0
CueR,RbsR,0.0
CueR,RcdA,0.0
CueR,RcnR,0.0
CueR,RcsAB,0.0
CueR,RcsB,0.0
CueR,RcsB-BglJ,0.0
CueR,RelB,0.0
CueR,RelB-RelE,0.0
CueR,RhaR,0.0
CueR,RhaS,0.0
CueR,Rob,0.0
CueR,RstA,0.0
CueR,RtcR,0.0
CueR,RutR,0.0
CueR,SlyA,0.0
CueR,SoxR,0.0
CueR,SoxS,0.0
CueR,SrlR,0.0
CueR,StpA,0.0
CueR,TdcA,0.0
CueR,TdcR,0.0
CueR,TorR,0.0
CueR,TreR,0.0
CueR,TyrR,0.0
CueR,UidR,0.0
CueR,UlaR,0.0
CueR,UxuR,0.0
CueR,XylR,0.0
CueR,YdeO,0.0
CueR,YiaJ,0.0
CueR,ZraR,0.0
CueR,Zur,0.0
CusR,AcrR,0.0
CusR,AdiY,0.0
CusR,AgaR,0.0
CusR,AppY,0.0
CusR,AraC,0.0
CusR,ArcA,0.03225806451612903
CusR,ArgP,0.0
CusR,ArgR,0.0
CusR,AscG,0.0
CusR,AtoC,0.0
CusR,BCCP,0.0
CusR,BaeR,0.0
CusR,BasR,0.0
CusR,BetI,0.0
CusR,CRP,0.011904761904761904
CusR,CadC,0.0
CusR,CaiF,0.0
CusR,Cbl,0.0
CusR,CdaR,0.0
CusR,ChbR,0.0
CusR,CpxR,0.0
CusR,Cra,0.07692307692307693
CusR,CreB,0.0
CusR,CsgD,0.0
CusR,CueR,0.0
CusR,CusR,1.0
CusR,CysB,0.0
CusR,CytR,0.0
CusR,DcuR,0.0
CusR,DeoR,0.0
CusR,DgoR,0.0
CusR,DnaA,0.0
CusR,DpiA,0.0
CusR,DsdC,0.0
CusR,EvgA,0.0
CusR,ExuR,0.0
CusR,FNR,0.02
CusR,FabR,0.0
CusR,FadR,0.0
CusR,FhlA,0.0
CusR,Fis,0.038461538461538464
CusR,FlhDC,0.0
CusR,FliZ,0.0
CusR,FucR,0.0
CusR,Fur,0.05555555555555555
CusR,GadE,0.25
CusR,GadE-RcsB,0.0
CusR,GadX,0.0
CusR,GalR,0.0
CusR,GalS,0.0
CusR,GatR,0.0
CusR,GcvA,0.0
CusR,GlaR,0.0
CusR,GlcC,0.0
CusR,GlpR,0.0
CusR,GlrR,0.0
CusR,GntR,0.0
CusR,GutM,0.0
CusR,H-NS,0.0
CusR,HU,0.0
CusR,HdfR,0.0
CusR,HipAB,0.0
CusR,HipB,0.0
CusR,HprR,1.0
CusR,HyfR,0.0
CusR,HypT,0.0
CusR,IHF,0.0
CusR,IclR,0.0
CusR,IdnR,0.0
CusR,IscR,0.0
CusR,LacI,0.0
CusR,LeuO,0.0
CusR,LexA,0.0
CusR,LldR,0.0
CusR,Lrp,0.0
CusR,LsrR,0.0
CusR,MalI,0.0
CusR,MalT,0.0
CusR,MarA,0.0
CusR,MarR,0.0
CusR,McbR,0.0
CusR,MelR,0.0
CusR,MetJ,0.0
CusR,MetR,0.0
CusR,MhpR,0.0
CusR,Mlc,0.0
CusR,MlrA,0.0
CusR,ModE,0.0
CusR,MqsA,0.0
CusR,MraZ,0.0
CusR,MurR,0.0
CusR,Nac,0.0
CusR,NagC,0.0
CusR,NanR,0.0
CusR,NarL,0.0
CusR,NarP,0.0
CusR,NemR,0.0
CusR,NhaR,0.0
CusR,NikR,0.0
CusR,NorR,0.0
CusR,NrdR,0.0
CusR,NsrR,0.0
CusR,NtrC,0.0
CusR,OmpR,0.0
CusR,OxyR,0.0
CusR,PaaX,0.0
CusR,PdhR,0.16666666666666666
CusR,PepA,0.0
CusR,PhoB,0.25
CusR,PhoP,0.0
CusR,PrpR,0.0
CusR,PspF,0.0
CusR,PurR,0.0
CusR,PuuR,0.0
CusR,QseB,0.0
CusR,RbsR,0.0
CusR,RcdA,0.0
CusR,RcnR,0.0
CusR,RcsAB,0.0
CusR,RcsB,0.0
CusR,RcsB-BglJ,0.0
CusR,RelB,0.0
CusR,RelB-RelE,0.0
CusR,RhaR,0.0
CusR,RhaS,0.0
CusR,Rob,0.0
CusR,RstA,0.0
CusR,RtcR,0.0
CusR,RutR,0.0
CusR,SlyA,0.0
CusR,SoxR,0.0
CusR,SoxS,0.0
CusR,SrlR,0.0
CusR,StpA,0.0
CusR,TdcA,0.0
CusR,TdcR,0.0
CusR,TorR,0.0
CusR,TreR,0.0
CusR,TyrR,0.0
CusR,UidR,0.0
CusR,UlaR,0.0
CusR,UxuR,0.0
CusR,XylR,0.0
CusR,YdeO,0.0
CusR,YiaJ,0.0
CusR,ZraR,0.0
CusR,Zur,0.0
CysB,AcrR,0.0
CysB,AdiY,0.0
CysB,AgaR,0.0
CysB,AppY,0.0
CysB,AraC,0.0
CysB,ArcA,0.0
CysB,ArgP,0.0
CysB,ArgR,0.0
CysB,AscG,0.0
CysB,AtoC,0.0
CysB,BCCP,0.0
CysB,BaeR,0.0
CysB,BasR,0.0
CysB,BetI,0.0
CysB,CRP,0.0
CysB,CadC,0.0
CysB,CaiF,0.0
CysB,Cbl,0.5
CysB,CdaR,0.0
CysB,ChbR,0.0
CysB,CpxR,0.0
CysB,Cra,0.0
CysB,CreB,0.0
CysB,CsgD,0.0
CysB,CueR,0.0
CysB,CusR,0.0
CysB,CysB,1.0
CysB,CytR,0.0
CysB,DcuR,0.0
CysB,DeoR,0.0
CysB,DgoR,0.0
CysB,DnaA,0.0
CysB,DpiA,0.0
CysB,DsdC,0.0
CysB,EvgA,0.0
CysB,ExuR,0.0
CysB,FNR,0.019230769230769232
CysB,FabR,0.0
CysB,FadR,0.0
CysB,FhlA,0.0
CysB,Fis,0.0
CysB,FlhDC,0.0
CysB,FliZ,0.0
CysB,FucR,0.0
CysB,Fur,0.0
CysB,GadE,0.0
CysB,GadE-RcsB,0.0
CysB,GadX,0.0
CysB,GalR,0.0
CysB,GalS,0.0
CysB,GatR,0.0
CysB,GcvA,0.0
CysB,GlaR,0.0
CysB,GlcC,0.0
CysB,GlpR,0.0
CysB,GlrR,0.0
CysB,GntR,0.0
CysB,GutM,0.0
CysB,H-NS,0.037037037037037035
CysB,HU,0.0
CysB,HdfR,0.0
CysB,HipAB,0.0
CysB,HipB,0.0
CysB,HprR,0.0
CysB,HyfR,0.0
CysB,HypT,0.0
CysB,IHF,0.05555555555555555
CysB,IclR,0.0
CysB,IdnR,0.0
CysB,IscR,0.0
CysB,LacI,0.0
CysB,LeuO,0.0
CysB,LexA,0.0
CysB,LldR,0.0
CysB,Lrp,0.0
CysB,LsrR,0.0
CysB,MalI,0.0
CysB,MalT,0.0
CysB,MarA,0.0
CysB,MarR,0.0
CysB,McbR,0.0
CysB,MelR,0.0
CysB,MetJ,0.0
CysB,MetR,0.0
CysB,MhpR,0.0
CysB,Mlc,0.0
CysB,MlrA,0.0
CysB,ModE,0.0
CysB,MqsA,0.0
CysB,MraZ,0.0
CysB,MurR,0.0
CysB,Nac,0.0
CysB,NagC,0.0
CysB,NanR,0.0
CysB,NarL,0.0
CysB,NarP,0.0
CysB,NemR,0.0
CysB,NhaR,0.0
CysB,NikR,0.0
CysB,NorR,0.0
CysB,NrdR,0.0
CysB,NsrR,0.0
CysB,NtrC,0.0
CysB,OmpR,0.0
CysB,OxyR,0.0
CysB,PaaX,0.0
CysB,PdhR,0.0
CysB,PepA,0.0
CysB,PhoB,0.0
CysB,PhoP,0.0
CysB,PrpR,0.0
CysB,PspF,0.0
CysB,PurR,0.0
CysB,PuuR,0.0
CysB,QseB,0.0
CysB,RbsR,0.0
CysB,RcdA,0.0
CysB,RcnR,0.0
CysB,RcsAB,0.0
CysB,RcsB,0.0
CysB,RcsB-BglJ,0.0
CysB,RelB,0.0
CysB,RelB-RelE,0.0
CysB,RhaR,0.0
CysB,RhaS,0.0
CysB,Rob,0.0
CysB,RstA,0.0
CysB,RtcR,0.0
CysB,RutR,0.0
CysB,SlyA,0.0
CysB,SoxR,0.0
CysB,SoxS,0.0
CysB,SrlR,0.0
CysB,StpA,0.0
CysB,TdcA,0.0
CysB,TdcR,0.0
CysB,TorR,0.0
CysB,TreR,0.0
CysB,TyrR,0.0
CysB,UidR,0.0
CysB,UlaR,0.0
CysB,UxuR,0.0
CysB,XylR,0.0
CysB,YdeO,0.0
CysB,YiaJ,0.0
CysB,ZraR,0.0
CysB,Zur,0.0
CytR,AcrR,0.0
CytR,AdiY,0.0
CytR,AgaR,0.0
CytR,AppY,0.0
CytR,AraC,0.0
CytR,ArcA,0.0
CytR,ArgP,0.0
CytR,ArgR,0.0
CytR,AscG,0.0
CytR,AtoC,0.0
CytR,BCCP,0.0
CytR,BaeR,0.0
CytR,BasR,0.0
CytR,BetI,0.0
CytR,CRP,0.024096385542168676
CytR,CadC,0.0
CytR,CaiF,0.0
CytR,Cbl,0.0
CytR,CdaR,0.0
CytR,ChbR,0.0
CytR,CpxR,0.0
CytR,Cra,0.0
CytR,CreB,0.0
CytR,CsgD,0.0
CytR,CueR,0.0
CytR,CusR,0.0
CytR,CysB,0.0
CytR,CytR,1.0
CytR,DcuR,0.0
CytR,DeoR,0.5
CytR,DgoR,0.0
CytR,DnaA,0.0
CytR,DpiA,0.0
CytR,DsdC,0.0
CytR,EvgA,0.0
CytR,ExuR,0.0
CytR,FNR,0.0
CytR,FabR,0.0
CytR,FadR,0.0
CytR,FhlA,0.0
CytR,Fis,0.038461538461538464
CytR,FlhDC,0.0
CytR,FliZ,0.0
CytR,FucR,0.0
CytR,Fur,0.0
CytR,GadE,0.0
CytR,GadE-RcsB,0.0
CytR,GadX,0.0
CytR,GalR,0.0
CytR,GalS,0.0
CytR,GatR,0.0
CytR,GcvA,0.0
CytR,GlaR,0.0
CytR,GlcC,0.0
CytR,GlpR,0.0
CytR,GlrR,0.0
CytR,GntR,0.0
CytR,GutM,0.0
CytR,H-NS,0.0
CytR,HU,0.0
CytR,HdfR,0.0
CytR,HipAB,0.0
CytR,HipB,0.0
CytR,HprR,0.0
CytR,HyfR,0.0
CytR,HypT,0.0
CytR,IHF,0.0
CytR,IclR,0.0
CytR,IdnR,0.0
CytR,IscR,0.0
CytR,LacI,0.0
CytR,LeuO,0.0
CytR,LexA,0.0
CytR,LldR,0.0
CytR,Lrp,0.0
CytR,LsrR,0.0
CytR,MalI,0.0
CytR,MalT,0.0
CytR,MarA,0.0
CytR,MarR,0.0
CytR,McbR,0.0
CytR,MelR,0.0
CytR,MetJ,0.0
CytR,MetR,0.0
CytR,MhpR,0.0
CytR,Mlc,0.0
CytR,MlrA,0.0
CytR,ModE,0.1111111111111111
CytR,MqsA,0.0
CytR,MraZ,0.0
CytR,MurR,0.0
CytR,Nac,0.0
CytR,NagC,0.0
CytR,NanR,0.0
CytR,NarL,0.0
CytR,NarP,0.0
CytR,NemR,0.0
CytR,NhaR,0.0
CytR,NikR,0.0
CytR,NorR,0.0
CytR,NrdR,0.0
CytR,NsrR,0.0
CytR,NtrC,0.0
CytR,OmpR,0.0
CytR,OxyR,0.0
CytR,PaaX,0.0
CytR,PdhR,0.0
CytR,PepA,0.0
CytR,PhoB,0.0
CytR,PhoP,0.0
CytR,PrpR,0.0
CytR,PspF,0.0
CytR,PurR,0.0
CytR,PuuR,0.0
CytR,QseB,0.0
CytR,RbsR,0.0
CytR,RcdA,0.0
CytR,RcnR,0.0
CytR,RcsAB,0.0
CytR,RcsB,0.0
CytR,RcsB-BglJ,0.0
CytR,RelB,0.0
CytR,RelB-RelE,0.0
CytR,RhaR,0.0
CytR,RhaS,0.0
CytR,Rob,0.0
CytR,RstA,0.0
CytR,RtcR,0.0
CytR,RutR,0.0
CytR,SlyA,0.0
CytR,SoxR,0.0
CytR,SoxS,0.0
CytR,SrlR,0.0
CytR,StpA,0.0
CytR,TdcA,0.0
CytR,TdcR,0.0
CytR,TorR,0.0
CytR,TreR,0.0
CytR,TyrR,0.0
CytR,UidR,0.0
CytR,UlaR,0.0
CytR,UxuR,0.0
CytR,XylR,0.0
CytR,YdeO,0.0
CytR,YiaJ,0.0
CytR,ZraR,0.0
CytR,Zur,0.0
DcuR,AcrR,0.0
DcuR,AdiY,0.0
DcuR,AgaR,0.0
DcuR,AppY,0.0
DcuR,AraC,0.0
DcuR,ArcA,0.03225806451612903
DcuR,ArgP,0.0
DcuR,ArgR,0.0
DcuR,AscG,0.0
DcuR,AtoC,0.0
DcuR,BCCP,0.0
DcuR,BaeR,0.0
DcuR,BasR,0.0
DcuR,BetI,0.0
DcuR,CRP,0.011904761904761904
DcuR,CadC,0.0
DcuR,CaiF,0.0
DcuR,Cbl,0.0
DcuR,CdaR,0.0
DcuR,ChbR,0.0
DcuR,CpxR,0.0
DcuR,Cra,0.0
