source	target
GO:0016811	GO:0008884
GO:0016880	GO:0008885
GO:0016765	GO:0004364
GO:0016491	GO:0030611
GO:0016879	GO:0003921
GO:0016884	GO:0003922
GO:0046037	GO:0006177
GO:0009152	GO:0006177
GO:0009168	GO:0006177
GO:1901070	GO:0006177
GO:0016616	GO:0003938
GO:0009206	GO:0006183
GO:0009152	GO:0006183
GO:0046039	GO:0006183
GO:1901070	GO:0006183
GO:0016657	GO:0003920
GO:0019239	GO:0008892
GO:0016814	GO:0008892
GO:0016813	GO:0018756
GO:0016787	GO:0019239
GO:0006144	GO:0046098
GO:0016836	GO:0008872
GO:0044237	GO:0044248
GO:0009056	GO:0044248
GO:0016861	GO:0019146
GO:0046394	GO:0019294
GO:0046364	GO:0019294
GO:0046400	GO:0019294
GO:0061505	GO:0003918
GO:0008094	GO:0003918
GO:0006259	GO:0006265
GO:0071103	GO:0006265
GO:0042623	GO:0008094
GO:0032991	GO:0009330
GO:0044424	GO:0009330
GO:0003918	GO:0034335
GO:0042178	GO:0019380
GO:1901361	GO:0019380
GO:0072329	GO:0019380
GO:0019439	GO:0019380
GO:0017001	GO:0019380
GO:0018962	GO:0019380
GO:0009100	GO:0006517
GO:0006464	GO:0006517
GO:1901617	GO:0019249
GO:0006089	GO:0019249
GO:0072330	GO:0019249
GO:0140096	GO:0036524
GO:0016836	GO:0036524
GO:1901654	GO:0051595
GO:0044270	GO:0046210
GO:0046209	GO:0046210
GO:0042135	GO:0046210
GO:0042737	GO:0046210
GO:0016661	GO:0050418
GO:0016491	GO:0016651
GO:0016614	GO:0047545
GO:0009628	GO:0009268
GO:0033764	GO:0008709
GO:0072329	GO:0030573
GO:0008206	GO:0030573
GO:1902494	GO:0033202
GO:0044424	GO:0033202
GO:0043138	GO:0043140
GO:0004003	GO:0043140
GO:0016620	GO:0008883
GO:0140101	GO:0008883
GO:0006782	GO:0019353
GO:0033526	GO:0019353
GO:0016836	GO:0004655
GO:0016765	GO:0004418
GO:0046501	GO:0006782
GO:0006779	GO:0006782
GO:0018198	GO:0018160
GO:0018065	GO:0018160
GO:0033013	GO:0033014
GO:0018130	GO:0033014
GO:1901566	GO:0033014
GO:0044271	GO:0033014
GO:0019438	GO:0033014
GO:1901362	GO:0033014
GO:0016836	GO:0004852
GO:0016831	GO:0004853
GO:0046394	GO:0006780
GO:0046502	GO:0006780
GO:0006779	GO:0006780
GO:0016634	GO:0004109
GO:1901363	GO:0046906
GO:0097159	GO:0046906
GO:0016634	GO:0004729
GO:0070818	GO:0004729
GO:0016635	GO:0070819
GO:0070818	GO:0070819
GO:0016829	GO:0004325
GO:0009314	GO:0009416
GO:0006778	GO:0046501
GO:0016869	GO:0042286
GO:0016627	GO:0051989
GO:0030162	GO:0052547
GO:0051336	GO:0052547
GO:0016032	GO:0019042
GO:1903008	GO:0032790
GO:0032988	GO:0032790
GO:0018105	GO:0036289
GO:0046777	GO:0036289
GO:0017148	GO:0040033
GO:0045974	GO:0040033
GO:0045974	GO:0045975
GO:0045727	GO:0045975
GO:0006401	GO:0006402
GO:0016071	GO:0006402
GO:0010629	GO:0006402
GO:0016811	GO:0043530
GO:0001046	GO:0000985
GO:0000984	GO:0000985
GO:0018130	GO:0000105
GO:0019438	GO:0000105
GO:0006547	GO:0000105
GO:1901362	GO:0000105
GO:1901607	GO:0000105
GO:0046219	GO:0000162
GO:0009073	GO:0000162
GO:0006568	GO:0000162
GO:1901607	GO:0000162
GO:0016861	GO:0003949
GO:0016791	GO:0004401
GO:0016836	GO:0004424
GO:0008483	GO:0004400
GO:0016616	GO:0004399
GO:0016763	GO:0000107
GO:1990234	GO:0009382
GO:0044444	GO:0009382
GO:0016763	GO:0003879
GO:0019238	GO:0004635
GO:0016462	GO:0004636
GO:0005290	GO:0005291
GO:0005287	GO:0005291
GO:0015802	GO:0015817
GO:0006812	GO:0015817
GO:0045117	GO:0015817
GO:1902475	GO:0089709
GO:0098655	GO:0089709
GO:0045117	GO:0089709
GO:0006855	GO:0089709
GO:0089718	GO:1903810
GO:0089709	GO:1903810
GO:0004812	GO:0004821
GO:0006418	GO:0006427
GO:0072521	GO:0006144
GO:0009112	GO:0006144
GO:0044419	GO:0009405
GO:0051715	GO:0044179
GO:0044531	GO:0044532
GO:0042981	GO:0044532
GO:0019835	GO:0051715
GO:0044764	GO:0051715
GO:0031640	GO:0051715
GO:0016708	GO:0008941
GO:0006950	GO:0051409
GO:0033554	GO:0071500
GO:0051409	GO:0071500
GO:0001130	GO:0001217
GO:1990837	GO:0003680
GO:0010629	GO:0016458
GO:0009987	GO:0016458
GO:0008150	GO:0015976
GO:0042575	GO:0009360
GO:0032991	GO:0043847
GO:0044424	GO:0043847
GO:0044445	GO:0022627
GO:0015935	GO:0022627
GO:0140096	GO:0004672
GO:0016301	GO:0004672
GO:0016773	GO:0004672
GO:0046129	GO:0006166
GO:0043174	GO:0006166
GO:0043101	GO:0006166
GO:0043096	GO:0006178
GO:0046099	GO:0006178
GO:0006144	GO:0046100
GO:0006396	GO:0006397
GO:0016071	GO:0006397
GO:0016070	GO:0009451
GO:0043412	GO:0009451
GO:0044445	GO:1990230
GO:1990234	GO:1990230
GO:0008168	GO:0008170
GO:0031647	GO:0036506
GO:0004175	GO:0004298
GO:0070003	GO:0004298
GO:0044424	GO:1990178
GO:0044422	GO:1990178
GO:0032993	GO:1990178
GO:1990104	GO:1990178
GO:0016791	GO:0043136
GO:0016791	GO:0050084
GO:0016791	GO:0050286
GO:0050308	GO:0003850
GO:0050309	GO:0004346
GO:1902494	GO:0044569
GO:0006508	GO:0016485
GO:0051604	GO:0016485
GO:0042277	GO:0005048
GO:0016695	GO:0033748
GO:0046994	GO:0047067
GO:0031232	GO:0031236
GO:0005515	GO:0070678
GO:0008144	GO:1902670
GO:0019860	GO:0006212
GO:0042737	GO:0006212
GO:0006208	GO:0006212
GO:0044424	GO:0009375
GO:1990204	GO:0009375
GO:0016628	GO:0017113
GO:0050136	GO:0008137
GO:0043254	GO:2000142
GO:0006355	GO:2000142
GO:0016861	GO:0008903
GO:0032787	GO:0046487
GO:0006081	GO:0046487
GO:0044249	GO:0051188
GO:0051186	GO:0051188
GO:0018249	GO:0046892
GO:0018198	GO:0046892
GO:0016741	GO:0016743
GO:0006464	GO:0046944
GO:0044212	GO:0001017
GO:0016810	GO:0016812
GO:0008242	GO:0008798
GO:0016485	GO:0016540
GO:0008238	GO:0004177
GO:0097501	GO:1990169
GO:0046688	GO:1990169
GO:0004448	GO:0004450
GO:0016863	GO:0004452
GO:0008654	GO:0009240
GO:0046490	GO:0009240
GO:0046176	GO:0046183
GO:0019523	GO:0046183
GO:0016616	GO:0050572
GO:0008875	GO:0008874
GO:0042879	GO:0015568
GO:0042873	GO:0015726
GO:0004812	GO:0004822
GO:0006418	GO:0006428
GO:0009066	GO:0006566
GO:0008652	GO:0009082
GO:0009081	GO:0009082
GO:0006549	GO:0009097
GO:1901607	GO:0009097
GO:0009082	GO:0009097
GO:0016744	GO:0003984
GO:1990234	GO:0005948
GO:0044444	GO:0005948
GO:0016616	GO:0004455
GO:0016836	GO:0004160
GO:0008483	GO:0004084
GO:0043650	GO:0006532
GO:0009067	GO:0006532
GO:0006531	GO:0006532
GO:0006520	GO:0009081
GO:0006551	GO:0009098
GO:1901607	GO:0009098
GO:0009082	GO:0009098
GO:0031554	GO:0031555
GO:0008135	GO:0003743
GO:0032196	GO:0006313
GO:0006310	GO:0006313
GO:0009987	GO:0032196
GO:0140097	GO:0004803
GO:0030983	GO:0032135
GO:0008907	GO:0008979
GO:0009009	GO:0008979
GO:0019046	GO:0032359
GO:0140097	GO:0008907
GO:0030260	GO:0046718
GO:0019043	GO:0075713
GO:0051248	GO:0042177
GO:0009895	GO:0042177
GO:0042176	GO:0042177
GO:0000989	GO:0043856
GO:0009267	GO:0010350
GO:0016846	GO:0009000
GO:0018130	GO:0018131
GO:0046484	GO:0018131
GO:0016783	GO:0031071
GO:0006400	GO:0031119
GO:0001522	GO:0031119
GO:0016782	GO:0036455
GO:0004659	GO:0004161
GO:0004659	GO:0004337
GO:0016765	GO:0004659
GO:0008654	GO:0033384
GO:0016114	GO:0033384
GO:0033383	GO:0033384
GO:0008654	GO:0045337
GO:0016114	GO:0045337
GO:0045338	GO:0045337
GO:0016093	GO:0016094
GO:0008299	GO:0016094
GO:0046165	GO:0016094
GO:0070567	GO:0050518
GO:0016301	GO:0050515
GO:0016773	GO:0050515
GO:0016849	GO:0008685
GO:0052592	GO:0046429
GO:0016491	GO:0042380
GO:0004659	GO:0002094
GO:0004659	GO:0008834
GO:0004857	GO:0060241
GO:0017001	GO:0042744
GO:0042743	GO:0042744
GO:0051187	GO:0042744
GO:0042737	GO:0042744
GO:0097237	GO:0070301
GO:0035690	GO:0070301
GO:0034614	GO:0070301
GO:0071236	GO:0070301
GO:0042542	GO:0070301
GO:0031420	GO:0030955
GO:0010038	GO:0035864
GO:0015318	GO:0022890
GO:0008324	GO:0022890
GO:0019200	GO:0008673
GO:0016773	GO:0008673
GO:0046397	GO:0019698
GO:0046396	GO:0019698
GO:0042839	GO:0042840
GO:0006064	GO:0042840
GO:0042879	GO:0015649
GO:0015145	GO:0015649
GO:0015355	GO:0015649
GO:0005351	GO:0015649
GO:0015662	GO:0008556
GO:0019829	GO:0008556
GO:0015079	GO:0008556
GO:0019202	GO:0004072
GO:0016774	GO:0004072
GO:0007231	GO:0007234
GO:0000160	GO:0007234
GO:0051606	GO:0009593
GO:0051336	GO:0043462
GO:0016765	GO:0008676
GO:0070567	GO:0008690
GO:0070567	GO:0008781
GO:0016791	GO:0019143
GO:0044237	GO:0006082
GO:0071704	GO:0006082
GO:0044281	GO:0006082
GO:0016229	GO:0033764
GO:0016616	GO:0033764
GO:0016861	GO:0008697
GO:0006811	GO:0006812
GO:0015075	GO:0008324
GO:0015291	GO:0015503
GO:0015079	GO:0015503
GO:0055067	GO:0006885
GO:0016655	GO:0003955
GO:0032412	GO:0032414
GO:0034767	GO:0032414
GO:0032411	GO:0032414
GO:0022890	GO:0015294
GO:0015293	GO:0015294
GO:0046873	GO:0015079
GO:0015077	GO:0015079
GO:0016413	GO:0008870
GO:0015155	GO:0015528
GO:0005351	GO:0015528
GO:0015766	GO:0015767
GO:0048030	GO:0030395
GO:0046872	GO:0031420
GO:0015774	GO:0042956
GO:0015159	GO:0042958
GO:1903509	GO:0008653
GO:0044255	GO:0008653
GO:0044264	GO:0008653
GO:0030488	GO:0002128
GO:0016300	GO:0052665
GO:0016427	GO:0052666
GO:1901136	GO:0009050
GO:0043171	GO:0009050
GO:0016616	GO:0008720
GO:0004457	GO:0008720
GO:0043168	GO:0070404
GO:0051287	GO:0070404
GO:0004180	GO:0016807
GO:0070004	GO:0016807
GO:0044267	GO:0006465
GO:0016485	GO:0006465
GO:0006518	GO:0006465
GO:0046912	GO:0003852
GO:0009267	GO:0034198
GO:0016836	GO:0003861
GO:0016853	GO:0016866
GO:1902494	GO:0009316
GO:0044445	GO:0009316
GO:0015807	GO:0042968
GO:0015804	GO:0042968
GO:0015175	GO:0042970
GO:0015179	GO:0042970
GO:0004812	GO:0004823
GO:0006418	GO:0006429
GO:0019584	GO:0034195
GO:0034193	GO:0034195
GO:0046176	GO:0019584
GO:0019583	GO:0019584
GO:0034219	GO:0042873
GO:0015718	GO:0042873
GO:1905039	GO:0042873
GO:0140096	GO:0008961
GO:0016757	GO:0008961
GO:1901566	GO:0042158
GO:0034645	GO:0042158
GO:0042157	GO:0042158
GO:0016899	GO:0003973
GO:0003973	GO:0034419
GO:0003909	GO:0003911
GO:0006259	GO:0006266
GO:0051103	GO:0006288
GO:0016491	GO:0003826
GO:0009106	GO:0009107
GO:0018130	GO:0009107
GO:0009108	GO:0009107
GO:0006633	GO:0009107
GO:1901362	GO:0009107
GO:0044272	GO:0009107
GO:0018205	GO:0009249
GO:0051604	GO:0009249
GO:0018065	GO:0009249
GO:0070283	GO:0016992
GO:0016783	GO:0016992
GO:0006790	GO:0009106
GO:1901360	GO:0009106
GO:0006732	GO:0009106
GO:0006631	GO:0009106
GO:0046483	GO:0009106
GO:0010468	GO:0010629
GO:0010605	GO:0010629
GO:0016747	GO:0016415
GO:0016747	GO:0033819
GO:0006417	GO:0006448
GO:0015171	GO:0015658
GO:0006865	GO:0015804
GO:0098655	GO:0098713
GO:0089718	GO:0098713
GO:0015820	GO:0098713
GO:0098655	GO:1903714
GO:0015818	GO:1903714
GO:0003333	GO:1903714
GO:0043169	GO:0070728
GO:0016597	GO:0070728
GO:0016616	GO:0004459
GO:0004457	GO:0004459
GO:0006355	GO:0045990
GO:0031670	GO:0045990
GO:0016747	GO:0016410
GO:0044872	GO:0042953
GO:0015031	GO:0042953
GO:0008565	GO:0042954
GO:0044873	GO:0044874
GO:0072322	GO:0072323
GO:0072321	GO:0072323
GO:0033036	GO:0010876
GO:0019538	GO:0042157
GO:0051641	GO:0051668
GO:0008289	GO:0071723
GO:0042277	GO:0071723
GO:0072657	GO:0089705
GO:1990778	GO:0089705
GO:0016868	GO:0008968
GO:0016668	GO:0004148
GO:0043648	GO:0006103
GO:0051186	GO:0006103
GO:0140096	GO:0016979
GO:0016879	GO:0016979
GO:0016779	GO:0016979
GO:0046486	GO:0006650
GO:0006644	GO:0006650
GO:1901264	GO:0051977
GO:0015914	GO:0051977
GO:0005548	GO:0051978
GO:0044462	GO:0031241
GO:0098552	GO:0031241
GO:0005488	GO:0008289
GO:1901264	GO:0015920
GO:0006869	GO:0015920
GO:0005215	GO:0017089
GO:1901264	GO:0046836
GO:0006869	GO:0046836
GO:0015221	GO:0015437
GO:0034040	GO:0015437
GO:0042221	GO:0010033
GO:0008289	GO:0001530
GO:0097367	GO:0001530
GO:0008374	GO:0008780
GO:0008289	GO:0005543
GO:0043168	GO:0005543
GO:0008194	GO:0008915
GO:0016758	GO:0008915
GO:0019213	GO:0008759
GO:0016811	GO:0008759
GO:0016811	GO:0103117
GO:0016747	GO:0043764
GO:0016747	GO:0103118
GO:0016462	GO:0008758
GO:0016301	GO:0009029
GO:0016773	GO:0009029
GO:0008654	GO:0036104
GO:0043650	GO:0036104
GO:0036103	GO:0036104
GO:0009247	GO:0036104
GO:1901271	GO:0036104
GO:0016747	GO:0008951
GO:0006522	GO:0006524
GO:0009080	GO:0006524
GO:0043200	GO:0043201
GO:0042158	GO:0097304
GO:0016853	GO:0002952
GO:0048874	GO:0009372
GO:0016301	GO:0071518
GO:0042136	GO:0006545
GO:0006544	GO:0006545
GO:0009070	GO:0006545
GO:0004793	GO:0008732
GO:0016832	GO:0050179
GO:0007267	GO:0010699
GO:0071267	GO:0019284
GO:0016846	GO:0043768
GO:0016831	GO:0008836
GO:0015189	GO:0015661
GO:0034639	GO:0015661
GO:0004812	GO:0004824
GO:0006418	GO:0006430
GO:0004856	GO:0008744
GO:0016747	GO:0008374
GO:0016413	GO:0008925
GO:0042626	GO:0008559
GO:0015238	GO:0008559
GO:0042910	GO:0008559
GO:0006810	GO:0042908
GO:0016615	GO:0004470
GO:0016616	GO:0004471
GO:0004470	GO:0004471
GO:0016616	GO:0004473
GO:0004470	GO:0004473
GO:0019200	GO:0004396
GO:0016773	GO:0004396
GO:0005996	GO:0019318
GO:0015154	GO:0005363
GO:0015766	GO:0015768
GO:0034286	GO:0034289
GO:0034288	GO:0034289
GO:0016477	GO:0060326
GO:0006935	GO:0060326
GO:0048030	GO:1901982
GO:0015422	GO:0015423
GO:0005363	GO:0015423
GO:0043190	GO:1990060
GO:0008134	GO:0033613
GO:0009251	GO:0030980
GO:0030978	GO:0030980
GO:0044247	GO:0030980
GO:0004645	GO:0031220
GO:0046352	GO:0000025
GO:0000023	GO:0000025
GO:0016758	GO:0004134
GO:0004133	GO:0004134
GO:0006112	GO:0005977
GO:0006073	GO:0005977
GO:0009313	GO:0051692
GO:0044275	GO:0051692
GO:0051691	GO:0051692
GO:0070492	GO:0048031
GO:0008150	GO:0009758
GO:1904659	GO:0046323
GO:0005355	GO:0055056
GO:0016846	GO:0004121
GO:0090599	GO:0004558
GO:0031506	GO:0000032
GO:0006057	GO:0000032
GO:0016861	GO:0004476
GO:0043413	GO:0006486
GO:0006464	GO:0006486
GO:0006013	GO:0019309
GO:0019320	GO:0019309
GO:0008645	GO:0015761
GO:1901264	GO:0015764
GO:0015578	GO:0022870
GO:0008982	GO:0022870
GO:0046323	GO:0098708
GO:0098704	GO:0098708
GO:0006996	GO:0051276
GO:0004177	GO:0070006
GO:0008235	GO:0070006
GO:0006464	GO:0070084
GO:0044427	GO:0097047
GO:0016072	GO:0016075
GO:0034661	GO:0016075
GO:0046046	GO:0046047
GO:0009210	GO:0046047
GO:0009222	GO:0046047
GO:0046051	GO:0046052
GO:0009210	GO:0046052
GO:0009222	GO:0046052
GO:0046133	GO:0046052
GO:0046060	GO:0046061
GO:0009217	GO:0046061
GO:0009155	GO:0046061
GO:0046075	GO:0046076
GO:0009213	GO:0046076
GO:0009223	GO:0046076
GO:0016462	GO:0047429
GO:0000166	GO:0008327
GO:0043565	GO:0008327
GO:0004520	GO:0015666
GO:0016655	GO:0008753
GO:0030004	GO:0030641
GO:0006885	GO:0030641
GO:0016614	GO:0016615
GO:0051273	GO:0051274
GO:0009250	GO:0051274
GO:0008519	GO:0015606
GO:0015203	GO:0015606
GO:0015101	GO:0015606
GO:0015695	GO:0015848
GO:0015846	GO:0015848
GO:0015696	GO:0015848
GO:0015848	GO:1903711
GO:1902047	GO:1903711
GO:0072488	GO:1903711
GO:1901701	GO:0034614
GO:0034599	GO:0034614
GO:0000302	GO:0034614
GO:0072348	GO:0015906
GO:0042886	GO:0015906
GO:0042891	GO:0015906
GO:0045117	GO:0015906
GO:0042908	GO:0015906
GO:0015925	GO:0004557
GO:0046352	GO:0005995
GO:0005994	GO:0005995
GO:0005402	GO:0015486
GO:0015156	GO:0015487
GO:0005402	GO:0015487
GO:1901505	GO:0015592
GO:1901656	GO:0015765
GO:0015766	GO:0015769
GO:0015487	GO:0043887
GO:0015370	GO:0043887
GO:0006744	GO:0032194
GO:0042373	GO:0042371
GO:0042362	GO:0042371
GO:0002094	GO:0046428
GO:0016833	GO:0008935
GO:0043168	GO:0071890
GO:0046912	GO:0019142
GO:0016744	GO:0070204
GO:0016405	GO:0008756
GO:0016878	GO:0008756
GO:0016833	GO:0004049
GO:1902494	GO:0005950
GO:0044444	GO:0005950
GO:0016835	GO:0070205
GO:0016750	GO:0008899
GO:0016765	GO:0003962
GO:0016846	GO:0004123
GO:0009067	GO:0009086
GO:0006555	GO:0009086
GO:0000097	GO:0009086
GO:0019344	GO:0019343
GO:0009092	GO:0019346
GO:0006534	GO:0019346
GO:0050667	GO:0019346
GO:0071265	GO:0071266
GO:0006090	GO:0019450
GO:0019448	GO:0019450
GO:0042085	GO:0003871
GO:0008172	GO:0003871
GO:0140096	GO:0008276
GO:0008168	GO:0008276
GO:0042084	GO:0008705
GO:0008172	GO:0008705
GO:1901605	GO:0050667
GO:0000096	GO:0050667
GO:0016646	GO:0004489
GO:0004812	GO:0004825
GO:0006418	GO:0006431
GO:0043865	GO:0015191
GO:0015179	GO:0015191
GO:0015238	GO:0015191
GO:0000101	GO:0015821
GO:0006812	GO:0015821
GO:0015821	GO:0048473
GO:0042940	GO:0048473
GO:0043865	GO:0048474
GO:0042943	GO:0048474
GO:0016765	GO:0004478
GO:0009108	GO:0006556
GO:0046500	GO:0006556
GO:1901576	GO:0006556
GO:0044272	GO:0006556
GO:0006555	GO:0033353
GO:0046498	GO:0033353
GO:0046500	GO:0033353
GO:0046439	GO:0033353
GO:0016616	GO:0004412
GO:0031226	GO:0046658
GO:0031225	GO:0046658
GO:0000715	GO:0000716
GO:0006289	GO:0006283
GO:0070063	GO:0043175
GO:0015149	GO:0005354
GO:0065009	GO:0044092
GO:1902532	GO:0070298
GO:0070297	GO:0070298
GO:0016838	GO:0008929
GO:0042181	GO:0019242
GO:0046184	GO:0019242
GO:0009438	GO:0019242
GO:0015085	GO:0005388
GO:0015662	GO:0005388
GO:0019829	GO:0005388
GO:0042625	GO:0019829
GO:0022890	GO:0019829
GO:0031555	GO:0031556
GO:0016709	GO:0008688
GO:1901361	GO:0019622
GO:0072329	GO:0019622
GO:0046435	GO:0019622
GO:0019439	GO:0019622
GO:0046164	GO:0019622
GO:1901361	GO:0046271
GO:0019439	GO:0046271
GO:0009698	GO:0046271
GO:0016702	GO:0047070
GO:0016823	GO:0018771
GO:0044248	GO:0019439
GO:0006725	GO:0019439
GO:0016823	GO:0052823
GO:0016836	GO:0008684
GO:0016833	GO:0008701
GO:0015551	GO:0015540
GO:0015295	GO:0015540
GO:0015850	GO:0042920
GO:0015718	GO:0042920
GO:0042908	GO:0042920
GO:0016765	GO:0052381
GO:0140101	GO:0052381
GO:0043555	GO:1990497
GO:2000765	GO:1990497
GO:0050497	GO:0035596
GO:0035596	GO:0035597
GO:0006400	GO:0035600
GO:0032989	GO:0000902
GO:1903436	GO:0032955
GO:1901891	GO:0032955
GO:0050794	GO:0051726
GO:0044087	GO:1901891
GO:0032954	GO:1901891
GO:0051128	GO:1901891
GO:0005319	GO:0005548
GO:0015748	GO:0015914
GO:0015711	GO:0015914
GO:0006869	GO:0015914
GO:0031420	GO:0031402
GO:0009893	GO:0051353
GO:0051341	GO:0051353
GO:0043085	GO:0051353
GO:0008150	GO:0065007
GO:0008757	GO:0008898
GO:0008172	GO:0008898
GO:0006790	GO:0033477
GO:0006575	GO:0033477
GO:1901682	GO:0000100
GO:0072349	GO:0000100
GO:0072348	GO:0015806
GO:0072337	GO:0015806
GO:0008643	GO:0051476
GO:1901656	GO:0051476
GO:0046942	GO:0051476
GO:0090563	GO:0090581
GO:0015923	GO:0004559
GO:0019318	GO:0006013
GO:0002098	GO:0002143
GO:0034227	GO:0002143
GO:0008757	GO:0004808
GO:0008175	GO:0004808
GO:0043168	GO:0019003
GO:0032561	GO:0019003
GO:0032550	GO:0019003
GO:0046915	GO:0005384
GO:0000041	GO:0006826
GO:0000041	GO:0006828
GO:0006828	GO:0071421
GO:0098662	GO:0071421
GO:0010038	GO:0010042
GO:0055071	GO:0030026
GO:0046916	GO:0030026
GO:0010042	GO:0071287
GO:0071248	GO:0071287
GO:0090407	GO:0006777
GO:0018130	GO:0006777
GO:0009108	GO:0006777
GO:0019538	GO:0006777
GO:1901566	GO:0006777
GO:1901362	GO:0006777
GO:0019720	GO:0006777
GO:0016830	GO:0061798
GO:0016849	GO:0061799
GO:0016783	GO:0030366
GO:0090407	GO:0032324
GO:0051188	GO:0032324
GO:0018130	GO:0032324
GO:1901566	GO:0032324
GO:0043545	GO:0032324
GO:1901362	GO:0032324
GO:0046039	GO:0032324
GO:0070568	GO:0061603
GO:0006777	GO:1902758
GO:1902757	GO:1902758
GO:0009165	GO:1902758
GO:0070567	GO:0061602
GO:0006777	GO:1902760
GO:0009165	GO:1902760
GO:1902759	GO:1902760
GO:0043225	GO:0015412
GO:0015098	GO:0015412
GO:0015698	GO:0015689
GO:0043168	GO:1901359
GO:0015103	GO:0015098
GO:0030001	GO:0000041
GO:0042040	GO:0018315
GO:0070566	GO:0061598
GO:0016740	GO:0061599
GO:0070566	GO:0061605
GO:0016811	GO:0004040
GO:0004181	GO:0061473
GO:0016879	GO:0016881
GO:0015833	GO:0015834
GO:0006857	GO:0042939
GO:0016901	GO:0008924
GO:0016615	GO:0008924
GO:0040012	GO:2000145
GO:0051270	GO:2000145
GO:0016780	GO:0008963
GO:0016772	GO:0016780
GO:0044036	GO:0044038
GO:0070589	GO:0044038
GO:0004180	GO:0004185
GO:0070008	GO:0004185
GO:0050794	GO:0051983
GO:0005515	GO:0043621
GO:0007163	GO:0071963
GO:0008360	GO:0071963
GO:0015666	GO:0032067
GO:0043232	GO:0043590
GO:0009295	GO:0043590
GO:0009415	GO:0051599
GO:0006950	GO:0051599
GO:0097035	GO:0034204
GO:0006869	GO:0034204
GO:0071702	GO:1901264
GO:0022836	GO:0008381
GO:0033554	GO:0071470
GO:0006970	GO:0071470
GO:0071214	GO:0071470
GO:0016671	GO:0008113
GO:0016667	GO:0016671
GO:0033744	GO:0036456
GO:0016671	GO:0033743
GO:0016671	GO:0033745
GO:0016671	GO:0070191
GO:0016667	GO:0016672
GO:0016491	GO:0016675
GO:0001101	GO:1901530
GO:0010035	GO:1901530
GO:0000302	GO:1901530
GO:0005515	GO:0008134
GO:0065009	GO:0051090
GO:0006355	GO:0051090
GO:0008643	GO:0015795
GO:0015791	GO:0015795
GO:0015575	GO:0022872
GO:0008982	GO:0022872
GO:0090563	GO:0090565
GO:0016616	GO:0008926
GO:0019594	GO:0019592
GO:0019407	GO:0019592
GO:0016799	GO:0008782
GO:0008477	GO:0008930
GO:0071267	GO:0019509
GO:0015196	GO:0005300
GO:0097506	GO:0004844
GO:0000700	GO:0008263
GO:0016799	GO:0019104
GO:0140097	GO:0019104
GO:0044815	GO:0000796
GO:0044427	GO:0000796
GO:0022402	GO:0007062
GO:0051276	GO:0007062
GO:0006323	GO:0030261
GO:0016765	GO:0008760
GO:0016616	GO:0008762
GO:0016881	GO:0008763
GO:0016881	GO:0008764
GO:0016881	GO:0008765
GO:0016881	GO:0008766
GO:0016881	GO:0047480
GO:0008375	GO:0050511
GO:0047661	GO:0008881
GO:0016854	GO:0016855
GO:0036361	GO:0047661
GO:0034204	GO:0034203
GO:0046836	GO:0034203
GO:0090563	GO:0090588
GO:0016801	GO:0016803
GO:0016829	GO:0016835
GO:0051052	GO:0000018
GO:1990391	GO:0032300
GO:0044424	GO:0032300
GO:0004520	GO:0043765
GO:0000702	GO:0000703
GO:0140097	GO:0003906
GO:0000702	GO:0008534
GO:0008534	GO:0034039
GO:0003677	GO:0008301
GO:0003690	GO:0030983
GO:0030983	GO:0032136
GO:0047429	GO:0008413
GO:0047429	GO:0035539
GO:0017110	GO:0044715
GO:0017110	GO:0044716
GO:0000700	GO:0000701
GO:0032356	GO:0032357
GO:0030983	GO:0035485
GO:0019900	GO:0019901
GO:0001932	GO:0045859
GO:0043549	GO:0045859
GO:0003824	GO:0008987
GO:0072525	GO:0019805
GO:0043650	GO:0019805
GO:0046874	GO:0019805
GO:0019355	GO:0034628
GO:0034627	GO:0034628
GO:0001716	GO:0008734
GO:0015922	GO:0008734
GO:0016638	GO:0044318
GO:0016763	GO:0004514
GO:0043649	GO:0034213
GO:0046874	GO:0034213
GO:0072526	GO:0034213
GO:0042737	GO:0034213
GO:0070566	GO:0000309
GO:0070566	GO:0004515
GO:0019365	GO:0034355
GO:0009435	GO:0034355
GO:0016880	GO:0008795
GO:0016301	GO:0003951
GO:0016773	GO:0003951
GO:0006739	GO:0006741
GO:0019359	GO:0006741
GO:0016301	GO:0050262
GO:0016773	GO:0050262
GO:0019213	GO:0008448
GO:0016811	GO:0008448
GO:0008252	GO:0008253
GO:0009222	GO:0046050
GO:0009175	GO:0046050
GO:0046133	GO:0046050
GO:0046049	GO:0046050
GO:1901505	GO:0015572
GO:0044424	GO:0019866
GO:0031090	GO:0019866
GO:0090563	GO:0090586
GO:0090563	GO:0090587
GO:0019200	GO:0045127
GO:0015929	GO:0004563
GO:0016833	GO:0008747
GO:1901505	GO:0015136
GO:0046943	GO:0015136
GO:0015288	GO:0015478
GO:0015157	GO:0015478
GO:0006820	GO:0098656
GO:0034220	GO:0098656
GO:0046942	GO:1905039
GO:1903825	GO:1905039
GO:0098656	GO:1905039
GO:0046346	GO:0006053
GO:0006051	GO:0006053
GO:0016857	GO:0047465
GO:0019200	GO:0009384
GO:0016773	GO:0009384
GO:0043436	GO:0019752
GO:1901264	GO:0015739
GO:0046942	GO:0015739
GO:0016661	GO:0008940
GO:0051051	GO:0051224
GO:1904950	GO:0051224
GO:0051223	GO:0051224
